"response_id","country_of_residence","country_of_residence_group","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","single_or_others","no_people_over_15","no_people_under_15","age_range","category","activity","subtype","place_stayed","nights","reasons_for_travel_secondary","satisfaction_rating","expectation_rating","recommend_rating","satisfaction_reason"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Garden visit or flower show",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Hot pools",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Experiences","A public museum or art gallery","Other public museum or art gallery in the North Island","Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Rotorua District",5,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Hot pools",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Mt Cook / Aoraki","Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Other natural attraction (e.g. mountain, lake, river, forest, etc.)",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Egmont, Mt Taranaki","New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Brewery, Gin, Vineyard / wine trail",NA,"Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Performances","None of these",NA,"Rotorua District",5,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Egmont, Mt Taranaki","Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Swimming / surfing",NA,"Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Went for a walk, hike, trek or tramp","A walk that took over 3 hours but not overnight","Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Hot pools",NA,"Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"Auckland District",9,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Experiences","A public museum or art gallery","Other public museum or art gallery in the North Island","New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Arthurs Pass","Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A geothermal park (hot mud and possibly geysers)",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"Dunedin City",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Other natural attraction (e.g. mountain, lake, river, forest, etc.)",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Performances","None of these",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Other natural attraction (e.g. mountain, lake, river, forest, etc.)",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A geothermal park (hot mud and possibly geysers)",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Top-end restaurants",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Lake Wanaka / Mt Aspiring","New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Other boating",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Top-end restaurants",NA,"Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Hot pools",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Other boating",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Hot pools",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Brewery, Gin, Vineyard / wine trail",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Swimming / surfing",NA,"Rotorua District",5,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Rafting, canoeing, kayaking",NA,"Auckland District",9,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Lake Wanaka / Mt Aspiring","Auckland District",9,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Egmont, Mt Taranaki","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Experiences","A public museum or art gallery","Other public museum or art gallery in the North Island","Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Lake Wanaka / Mt Aspiring","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Brewery, Gin, Vineyard / wine trail",NA,"Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Swimming / surfing",NA,"Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Mt Cook / Aoraki","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Performances","None of these",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Rafting, canoeing, kayaking",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Other water activity such as water-skiing, sailing",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Jet-boating",NA,"Waikato District",50,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Other water activity such as water-skiing, sailing",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Egmont, Mt Taranaki","Christchurch City",3,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A beach",NA,"Auckland District",9,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Arthurs Pass","Taupo District",2,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Activities","Other boating",NA,"New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Egmont, Mt Taranaki","Auckland District",9,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","A national park","Mt Cook / Aoraki","New Plymouth District",6,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
"GEN24_1055593","French Polynesia","Rest of Oceania","Female","No","Holiday / vacation","For some other reason (please specify)","What the visit cost for you and another person / people",2,0,"45 - 49","Places","Other natural attraction (e.g. mountain, lake, river, forest, etc.)",NA,"Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10,"No other reason","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend","Conditions de SURF et de vent pour pratiquer le Wingfoil dans les vagues Exceptionnel . Nous sommes venus specialement en Nouvelle zelande pour cela"
